trigram,frequency,percentage
übe,27561,0.022298507607592867
füh,27515,0.022261290839335212
rüc,24968,0.02020061456211236
tät,24464,0.019792848231637166
rün,18103,0.014646416429746878
kön,17661,0.014288811830401569
räs,17606,0.014244313520528283
oße,17387,0.014067129341214658
aße,17108,0.013841401551130176
mög,16410,0.013276677545829214
hör,16405,0.013272632244931642
für,16095,0.013021823589282219
län,16002,0.01294658099258739
wür,15108,0.01222328119210163
tän,14736,0.011922310805322321
lär,14583,0.011798524597856637
hät,13722,0.011101923783294849
Übe,13399,0.01084059734531174
uße,12768,0.010330080372038234
häf,12723,0.01029367266396009
rüh,12482,0.010098689160697151
näc,12425,0.010052572730464837
tär,12137,0.009819563398764728
jäh,11534,0.009331700110517621
wäh,11494,0.00929933770333705
kün,11311,0.009151279690485938
wär,11124,0.008999985436916769
rän,10855,0.00878234824862743
tür,10800,0.008737849938754145
Jäh,10641,0.008609209370211375
Bür,10389,0.008405326204973779
lüc,10166,0.008224905784942095
fäl,10096,0.008168271572376096
höh,9422,0.007622965011383476
räg,9107,0.007368111054836481
röß,9058,0.0073284671060402816
hän,9048,0.007320376504245139
tüt,8975,0.007261315111140597
eße,8667,0.007012124575850201
dür,8658,0.007004843034234573
pät,8483,0.006863257502819574
läs,8459,0.006843840058511232
Rüc,8260,0.006682837082787892
räf,8088,0.006543678731911437
häl,8070,0.00652911564868018
Mär,7943,0.006426365005881868
fäh,7933,0.006418274404086725
läu,7861,0.006360022071161697
Mün,7602,0.0061504754846675004
sät,7207,0.005830896713759363
lös,7195,0.005821187991605191
hüt,7105,0.005748372575448907
fün,7105,0.005748372575448907
müs,7073,0.00572248264970445
zäh,6647,0.00537782301323137
füg,6537,0.0052888263934848
rät,6474,0.005237855602175401
ußb,6342,0.005131059658479517
Län,6333,0.005123778116863888
röf,6217,0.005029927136040233
rüb,6147,0.0049732929234742335
räc,5956,0.004818762429187008
häu,5808,0.0046990215226188955
aßn,5702,0.004613261143590382
käm,5406,0.0043737793304541575
hön,5303,0.004290446131964188
räu,5298,0.004286400831066617
ißt,5231,0.00423219379903916
öff,5180,0.004190931729883932
völ,5106,0.004131061276599876
Öst,5050,0.004085753906547077
gän,4997,0.00404287371703282
nüb,4967,0.004018601911647392
Wäh,4825,0.0039037153661563655
päi,4781,0.0038681167182577376
tüc,4695,0.00379853754281951
Höh,4671,0.0037791200985111675
rüf,4583,0.0037079228027139116
läc,4534,0.0036682788539177122
Süd,4449,0.003599508738658999
mäß,4398,0.003558246669503771
eßl,4192,0.0033915802725238307
möc,4169,0.0033729718883950027
häd,4169,0.0033729718883950027
iße,4160,0.003365690346779374
täd,4159,0.00336488128659986
säc,4145,0.00335355444408666
nöt,4114,0.0033284735785217177
Mög,4041,0.0032694121854171757
Män,4040,0.0032686031252376615
hül,4037,0.0032661759446991185
Füh,4033,0.0032629397039810617
bäu,3957,0.0032014511303379766
Kön,3941,0.0031885061674657485
bür,3850,0.0031148816911299496
läg,3749,0.0030331666129990082
tör,3748,0.003032357552819494
Fäl,3738,0.003024266951024351
lät,3699,0.0029927136040232946
Mül,3534,0.0028592186744034395
Lös,3533,0.0028584096142239253
Köl,3355,0.0027143969022703847
fül,3208,0.0025954650558817865
Tür,3206,0.002593846935522758
Tät,3178,0.0025711932504963583
lüs,3142,0.0025420670840338444
Kün,3118,0.0025226496397255022
här,3061,0.0024765332094931884
Gäs,3036,0.0024563067050053316
rös,3020,0.0024433617421331035
näh,2933,0.0023729735065153618
kür,2913,0.002356792302925076
jün,2889,0.002337374858616734
för,2875,0.0023260480161035337
sön,2757,0.0022305789149208496
rüs,2575,0.002083329962249252
Büh,2571,0.002080093721531195
För,2544,0.0020582490966843097
wün,2505,0.0020266957496832528
fän,2491,0.002015368907170053
när,2460,0.0019902880416051106
wöl,2453,0.0019846246203485108
täg,2446,0.001978961199091911
Hän,2426,0.0019627799955016256
höc,2424,0.0019611618751425967
Kör,2337,0.001890773639524855
wäc,2331,0.0018859192784477694
äuß,2235,0.0018082495012143992
züg,2181,0.0017645602515206286
ähn,2159,0.0017467609275713147
Öff,2078,0.0016812270530306586
wöh,2074,0.0016779908123126014
gün,2036,0.001647246525491059
Wür,2032,0.001644010284773002
Näh,2031,0.0016432012245934876
pür,1977,0.001599511974899717
änd,1952,0.0015792854704118602
löt,1914,0.0015485411835903177
kör,1911,0.001546114003051775
ÖVP,1892,0.0015307418596410037
übr,1892,0.0015307418596410037
Häl,1834,0.001483816369229176
lüg,1813,0.0014668261054593763
öst,1810,0.0014643989249208335
däc,1796,0.0014530720824076336
näm,1791,0.0014490267815100624
Mäd,1773,0.0014344636982788054
Bör,1742,0.001409382832713863
wäl,1730,0.0013996741105596917
töt,1688,0.0013656935830200921
hür,1688,0.0013656935830200921
täu,1684,0.001362457342302035
müh,1652,0.0013365674165575785
Ärz,1647,0.001332522115660007
ält,1638,0.0013252405740443785
büh,1617,0.0013082503102745788
män,1590,0.0012864056854276936
zös,1589,0.0012855966252481791
tüm,1531,0.0012386711348363515
Düs,1499,0.0012127812090918946
Nür,1496,0.0012103540285533518
mär,1487,0.0012030724869377233
oßb,1472,0.0011909365842450092
eßt,1452,0.0011747553806547239
Häu,1445,0.001169091959398124
gül,1427,0.001154528876166867
Fün,1397,0.0011302570707814388
Zür,1394,0.001127829890242896
bün,1384,0.0011197392884477533
röd,1304,0.0010550144740866115
Jür,1286,0.0010404513908553546
Für,1274,0.0010307426687011833
Sän,1258,0.001017797705828955
Wär,1247,0.001008898043854298
aßl,1242,0.0010048527429567266
Räu,1239,0.0010024255624181838
Gün,1225,0.0009910987199049839
läd,1222,0.0009886715393664413
rüß,1209,0.0009781537570327555
Küh,1195,0.0009668269145195558
süd,1186,0.0009595453729039274
mün,1185,0.0009587363127244131
rüg,1183,0.0009571181923653845
Änd,1169,0.0009457913498521847
Bäu,1166,0.0009433641693136419
hüs,1146,0.0009271829657233565
küm,1145,0.0009263739055438421
küh,1133,0.0009166651833896708
Höc,1119,0.000905338340876471
Müh,1111,0.0008988658594403569
höp,1092,0.0008834937160295857
nüg,1080,0.0008737849938754144
bän,1064,0.0008608400310031861
Lüb,1049,0.000848704128310472
Öko,1047,0.0008470860079514435
Kür,1043,0.0008438497672333863
zög,1036,0.0008381863459767865
ußg,1018,0.0008236232627455295
käu,1003,0.0008114873600528154
eöf,993,0.0008033967582576727
wäs,992,0.0008025876980781584
Bün,990,0.0008009695777191299
Büc,986,0.0007977333370010728
säu,972,0.000786406494487873
mäc,970,0.0007847883741288445
töß,970,0.0007847883741288445
tün,960,0.0007766977723337017
süb,948,0.0007669890501795305
Käm,946,0.0007653709298205019
Söd,935,0.0007564712678458449
Hör,932,0.0007540440873073021
übl,931,0.0007532350271277879
nüt,925,0.0007483806660507022
Löw,905,0.0007321994624604168
Kär,904,0.0007313904022809024
Zäh,902,0.0007297722819218739
Küc,890,0.0007200635597677026
müt,890,0.0007200635597677026
Fäh,867,0.0007014551756388743
zün,866,0.0007006461154593601
oßa,863,0.0006982189349208173
säm,858,0.0006941736340232459
Jör,842,0.0006812286711510176
höf,827,0.0006690927684583034
oßt,823,0.0006658565277402464
Wüs,821,0.0006642384073812178
Jän,814,0.0006585749861246179
röm,814,0.0006585749861246179
räd,813,0.0006577659259451036
wör,809,0.0006545296852270466
eän,796,0.000644011902893361
Dür,791,0.0006399666019957896
büt,786,0.0006359213010982183
gäs,780,0.0006310669400211327
iös,760,0.0006148857364308472
töd,755,0.0006108404355332759
äng,752,0.000608413254994733
Völ,749,0.0006059860744561902
där,743,0.0006011317133791046
däm,733,0.0005930411115839618
Dän,732,0.0005922320514044476
päs,722,0.0005841414496093048
Göt,722,0.0005841414496093048
ßer,722,0.0005841414496093048
Güt,720,0.0005825233292502763
Pöl,716,0.0005792870885322192
Züg,712,0.0005760508478141621
Ähn,710,0.0005744327274551336
räm,709,0.0005736236672756193
Mön,706,0.0005711964867370765
eßu,703,0.0005687693061985337
mäs,698,0.0005647240053009623
öko,689,0.0005574424636853338
güt,689,0.0005574424636853338
Übu,689,0.0005574424636853338
eäu,649,0.0005250800565047629
Küs,647,0.0005234619361457344
bär,641,0.0005186075750686488
bör,638,0.0005161803945301059
lüh,627,0.000507280732555449
rär,626,0.0005064716723759346
nüp,625,0.0005056626121964204
fär,616,0.000498381070580792
Bär,614,0.0004967629502217633
Lüc,612,0.0004951448298627348
rön,611,0.0004943357696832206
sän,609,0.000492717649324192
Köp,598,0.000483817987349535
Hüt,598,0.000483817987349535
wän,595,0.0004813908068109922
Äuß,571,0.00046197336250264966
gär,569,0.00046035524214362115
köp,569,0.00046035524214362115
rüd,558,0.0004514555801689641
Näc,557,0.00045064651998944985
dün,555,0.00044902839963042134
löc,554,0.000448219339450907
ört,543,0.00043931967747625004
mül,540,0.0004368924969377072
Übr,525,0.00042475659424499315
Ärg,520,0.00042071129334742176
Hür,520,0.00042071129334742176
jüd,519,0.0004199022331679075
növ,508,0.0004110025711932505
Fül,506,0.00040938445083422195
wäg,502,0.00040614821011616487
oßs,500,0.0004045300897571363
mäl,500,0.0004045300897571363
nör,497,0.0004021029092185935
öft,493,0.0003988666685005364
Müt,492,0.00039805760832102214
lüt,491,0.0003972485481415079
Rüs,484,0.000391585126884908
wöc,484,0.000391585126884908
röh,482,0.0003899670065258794
Dör,478,0.0003867307658078223
ärg,474,0.00038349452508976525
päd,471,0.0003810673445512224
bös,469,0.00037944922419219385
Bäc,466,0.00037702204365365103
Gän,465,0.0003762129834741368
büc,463,0.0003745948631151082
Böh,462,0.00037378580293559395
räv,461,0.0003729767427560797
Wün,451,0.00036488614096093696
rüm,450,0.0003640770807814227
röt,450,0.0003640770807814227
jäg,449,0.0003632680206019084
Säu,448,0.00036245896042239414
Käu,447,0.0003616499002428799
räz,436,0.00035275023826822284
höl,433,0.00035032305772968007
aßg,433,0.00035032305772968007
Gär,425,0.00034385057629356586
Füß,424,0.0003430415161140516
päc,424,0.0003430415161140516
Lär,422,0.00034142339575502303
Käl,418,0.00033818715503696595
räb,409,0.00033090561342133753
pör,405,0.0003276693727032804
Käs,404,0.00032686031252376614
Läu,402,0.0003252421921647376
mäh,400,0.00032362407180570906
gäb,397,0.00032119689126716624
Wör,396,0.000320387831087652
näl,396,0.000320387831087652
Jäg,392,0.00031715159036959484
Bös,392,0.00031715159036959484
lüf,389,0.0003147244098310521
Wän,385,0.00031148816911299494
Rät,382,0.00030906098857445217
pül,379,0.00030663380803590935
müd,378,0.00030582474785639503
Möb,375,0.0003033975673178522
oßm,368,0.0002977341460612523
täl,366,0.0002961160257022238
tüb,357,0.0002888344840865953
Häf,355,0.0002872163637275668
Jün,350,0.0002831710628299954
täb,349,0.00028236200265048116
Vög,348,0.0002815529424709669
Wöl,347,0.0002807438822914526
Töt,347,0.0002807438822914526
Höl,347,0.0002807438822914526
Wäl,342,0.00027669858139388125
züb,341,0.00027588952121436694
Räd,337,0.00027265328049630986
ißi,335,0.00027103516013728135
Här,333,0.0002694170397782528
Dün,333,0.0002694170397782528
küs,332,0.0002686079795987385
Däm,331,0.00026779891941922427
Gör,331,0.00026779891941922427
nün,325,0.0002629445583421386
Röm,321,0.00025970831762408154
Mör,321,0.00025970831762408154
gäu,321,0.00025970831762408154
wüs,319,0.00025809019726505297
wüt,318,0.0002572811370855387
käl,318,0.0002572811370855387
Lüd,317,0.0002564720769060244
oßf,316,0.00025566301672651015
töc,313,0.0002532358361879673
Tän,312,0.00025242677600845306
Rüd,311,0.0002516177158289388
süß,310,0.0002508086556494245
rüt,309,0.00024999959546991024
müc,307,0.0002483814751108817
jör,306,0.0002475724149313674
ÖPN,305,0.00024676335475185316
Sät,305,0.00024676335475185316
oßv,305,0.00024676335475185316
düs,305,0.00024676335475185316
häm,304,0.0002459542945723389
eüb,300,0.0002427180538542818
köm,299,0.0002419089936747675
Süß,299,0.0002419089936747675
Tön,298,0.00024109993349525325
ärz,297,0.00024029087331573897
säs,293,0.0002370546325976819
nüc,292,0.0002362455724181676
Ält,291,0.00023543651223865332
Ölp,289,0.00023381839187962478
Löh,289,0.00023381839187962478
züc,289,0.00023381839187962478
Nöt,287,0.00023220027152059624
dän,287,0.00023220027152059624
Lüg,285,0.0002305821511615677
oßz,283,0.00022896403080253916
möd,283,0.00022896403080253916
Ära,282,0.00022815497062302488
nös,282,0.00022815497062302488
Lör,281,0.00022734591044351062
Töc,280,0.00022653685026399634
wäb,280,0.00022653685026399634
Hül,276,0.00022330060954593926
Lüt,273,0.00022087342900739643
Ägy,271,0.0002192553086483679
oßh,268,0.00021682812810982507
Möl,260,0.00021035564667371088
böe,259,0.00020954658649419662
Gül,259,0.00020954658649419662
Säc,258,0.00020873752631468234
Bän,258,0.00020873752631468234
Sül,256,0.0002071194059556538
Höf,256,0.0002071194059556538
tön,253,0.00020469222541711097
Hät,251,0.00020307410505808243
käs,251,0.00020307410505808243
übt,250,0.00020226504487856815
Äng,249,0.0002014559846990539
Töl,249,0.0002014559846990539
Söh,246,0.00019902880416051107
Läc,245,0.00019821974398099678
Rös,243,0.00019660162362196824
Päd,240,0.00019417444308342542
büß,240,0.00019417444308342542
nöl,238,0.00019255632272439688
Özd,235,0.00019012914218585406
Lüf,234,0.0001893200820063398
sär,234,0.0001893200820063398
Söl,233,0.00018851102182682551
gön,232,0.00018770196164731126
Böl,230,0.00018608384128828272
oßr,229,0.00018527478110876843
Kös,228,0.00018446572092925415
Föd,224,0.00018122948021119707
Päc,224,0.00018122948021119707
döl,221,0.00017880229967265425
Hün,221,0.00017880229967265425
ügi,220,0.00017799323949314
näp,217,0.00017556605895459716
aßs,216,0.00017475699877508288
söh,215,0.00017394793859556862
iär,213,0.00017232981823654008
päe,210,0.00016990263769799726
hüb,210,0.00016990263769799726
täm,209,0.00016909357751848298
Höx,207,0.00016747545715945444
sün,206,0.00016666639697994015
pün,203,0.00016423921644139735
häo,202,0.00016343015626188307
vög,202,0.00016343015626188307
tüh,200,0.00016181203590285453
nür,197,0.0001593848553643117
Läd,197,0.0001593848553643117
Ämt,197,0.0001593848553643117
iöz,196,0.00015857579518479742
bäd,196,0.00015857579518479742
Hüf,195,0.00015776673500528317
Rän,195,0.00015776673500528317
Müs,194,0.00015695767482576888
Böe,194,0.00015695767482576888
lüp,193,0.00015614861464625463
Äst,192,0.00015533955446674034
säg,192,0.00015533955446674034
NÖN,190,0.0001537214341077118
räp,190,0.0001537214341077118
Gür,190,0.0001537214341077118
Büs,189,0.00015291237392819752
köl,189,0.00015291237392819752
Füc,187,0.00015129425356916898
küc,187,0.00015129425356916898
Hüh,187,0.00015129425356916898
Röh,186,0.00015048519338965472
löd,186,0.00015048519338965472
Löc,186,0.00015048519338965472
zöl,186,0.00015048519338965472
Bäd,185,0.00014967613321014044
vös,184,0.00014886707303062615
Köh,182,0.0001472489526715976
hüc,180,0.00014563083231256907
löl,180,0.00014563083231256907
häe,179,0.0001448217721330548
Vät,179,0.0001448217721330548
füt,179,0.0001448217721330548
Bäl,177,0.00014320365177402625
kär,177,0.00014320365177402625
läh,173,0.00013996741105596917
oßk,171,0.00013834929069694063
höv,170,0.00013754023051742634
Lün,170,0.00013754023051742634
Hüb,170,0.00013754023051742634
uäl,169,0.00013673117033791209
göd,169,0.00013673117033791209
äus,169,0.00013673117033791209
ärm,169,0.00013673117033791209
aßb,168,0.0001359221101583978
böc,168,0.0001359221101583978
läf,168,0.0001359221101583978
Füs,166,0.00013430398979936926
bäc,164,0.00013268586944034072
Käf,163,0.00013187680926082644
Zün,163,0.00013187680926082644
täh,162,0.00013106774908131215
Büt,162,0.00013106774908131215
ÖBB,160,0.0001294496287222836
röl,158,0.00012783150836325507
mör,157,0.00012702244818374082
tös,156,0.00012621338800422653
Müc,154,0.000124595267645198
süm,154,0.000124595267645198
ißl,154,0.000124595267645198
Pün,153,0.0001237862074656837
Jüd,152,0.00012297714728616945
Tüb,152,0.00012297714728616945
ußw,151,0.00012216808710665517
Röd,151,0.00012216808710665517
Bön,150,0.0001213590269271409
Wäs,150,0.0001213590269271409
dör,149,0.00012054996674762663
Däc,149,0.00012054996674762663
Böd,149,0.00012054996674762663
rör,148,0.00011974090656811234
röc,148,0.00011974090656811234
löß,148,0.00011974090656811234
Mäh,146,0.0001181227862090838
kül,146,0.0001181227862090838
ÖFB,144,0.00011650466585005526
Röt,144,0.00011650466585005526
süc,143,0.00011569560567054099
Rüg,143,0.00011569560567054099
lön,143,0.00011569560567054099
Bül,143,0.00011569560567054099
TÜV,140,0.00011326842513199817
Öle,139,0.0001124593649524839
üpp,138,0.00011165030477296963
Ärm,136,0.00011003218441394107
fäß,136,0.00011003218441394107
oßg,135,0.0001092231242344268
röb,135,0.0001092231242344268
Rüt,133,0.00010760500387539826
Böb,131,0.00010598688351636971
Göp,130,0.00010517782333685544
räh,129,0.00010436876315734117
iät,128,0.0001035597029778269
bäl,127,0.00010275064279831263
Ölk,126,0.00010194158261879834
Näg,126,0.00010194158261879834
Fäc,126,0.00010194158261879834
oßp,125,0.00010113252243928407
Mäu,124,0.0001003234622597698
Güs,124,0.0001003234622597698
Mäc,124,0.0001003234622597698
nüs,123,9.951440208025553e-05
rög,122,9.870534190074126e-05
Tüt,122,9.870534190074126e-05
löh,120,9.708722154171271e-05
mäu,119,9.627816136219844e-05
Rön,119,9.627816136219844e-05
Köc,119,9.627816136219844e-05
Söm,119,9.627816136219844e-05
Säm,119,9.627816136219844e-05
töp,119,9.627816136219844e-05
Hön,118,9.546910118268417e-05
rül,118,9.546910118268417e-05
löf,117,9.46600410031699e-05
ißn,117,9.46600410031699e-05
ußa,117,9.46600410031699e-05
Häm,116,9.385098082365563e-05
Tüc,116,9.385098082365563e-05
Zöl,116,9.385098082365563e-05
käf,116,9.385098082365563e-05
ißb,116,9.385098082365563e-05
büs,115,9.304192064414136e-05
Päs,114,9.223286046462708e-05
Rüh,114,9.223286046462708e-05
Hüg,114,9.223286046462708e-05
Pär,113,9.14238002851128e-05
zäu,112,9.061474010559853e-05
häs,111,8.980567992608426e-05
lüb,111,8.980567992608426e-05
Sör,111,8.980567992608426e-05
ußl,111,8.980567992608426e-05
Täu,111,8.980567992608426e-05
ÖSV,111,8.980567992608426e-05
ZÜR,111,8.980567992608426e-05
lün,110,8.899661974657e-05
wüh,110,8.899661974657e-05
Täg,110,8.899661974657e-05
Möd,107,8.656943920802717e-05
fäc,107,8.656943920802717e-05
Mür,106,8.57603790285129e-05
nöp,106,8.57603790285129e-05
Öft,105,8.495131884899863e-05
ußs,104,8.414225866948436e-05
oßw,103,8.333319848997008e-05
lüm,102,8.25241383104558e-05
Äpf,102,8.25241383104558e-05
eßb,102,8.25241383104558e-05
näs,101,8.171507813094154e-05
Töp,101,8.171507813094154e-05
Müd,101,8.171507813094154e-05
kös,100,8.090601795142727e-05
Dön,100,8.090601795142727e-05
Ört,100,8.090601795142727e-05
röp,99,8.0096957771913e-05
Möh,99,8.0096957771913e-05
Böc,98,7.928789759239871e-05
Sün,98,7.928789759239871e-05
Öls,97,7.847883741288444e-05
töh,96,7.766977723337017e-05
Hüp,95,7.68607170538559e-05
Löf,95,7.68607170538559e-05
möb,95,7.68607170538559e-05
nöd,94,7.605165687434163e-05
Hög,92,7.443353651531308e-05
Läs,92,7.443353651531308e-05
Gös,92,7.443353651531308e-05
Nör,92,7.443353651531308e-05
ägy,91,7.36244763357988e-05
Bät,90,7.281541615628454e-05
nöc,88,7.1197295797256e-05
ÖAM,88,7.1197295797256e-05
ußi,88,7.1197295797256e-05
ißr,88,7.1197295797256e-05
löö,86,6.957917543822744e-05
eöl,86,6.957917543822744e-05
Züc,86,6.957917543822744e-05
gür,84,6.79610550791989e-05
Möc,84,6.79610550791989e-05
Säb,84,6.79610550791989e-05
Jül,83,6.715199489968463e-05
küb,82,6.634293472017036e-05
äch,82,6.634293472017036e-05
möl,82,6.634293472017036e-05
büg,82,6.634293472017036e-05
aßt,81,6.553387454065608e-05
däq,81,6.553387454065608e-05
büb,80,6.47248143611418e-05
Büd,80,6.47248143611418e-05
räl,79,6.391575418162754e-05
Hüs,78,6.310669400211327e-05
göt,78,6.310669400211327e-05
äst,78,6.310669400211327e-05
ißh,78,6.310669400211327e-05
ußt,77,6.2297633822599e-05
Säg,77,6.2297633822599e-05
säh,77,6.2297633822599e-05
säl,77,6.2297633822599e-05
töb,76,6.148857364308473e-05
Rüb,76,6.148857364308473e-05
güc,76,6.148857364308473e-05
föh,75,6.067951346357045e-05
Zög,75,6.067951346357045e-05
oök,74,5.987045328405617e-05
ißw,74,5.987045328405617e-05
Fäu,74,5.987045328405617e-05
düb,74,5.987045328405617e-05
hüp,73,5.90613931045419e-05
tög,73,5.90613931045419e-05
Fäd,71,5.7443272745513354e-05
füm,71,5.7443272745513354e-05
dös,70,5.6634212565999084e-05
Föh,70,5.6634212565999084e-05
ißa,70,5.6634212565999084e-05
köc,69,5.5825152386484814e-05
föd,69,5.5825152386484814e-05
Kät,69,5.5825152386484814e-05
oßl,68,5.501609220697054e-05
läm,67,5.420703202745627e-05
Pöt,67,5.420703202745627e-05
Kän,66,5.3397971847941997e-05
töf,66,5.3397971847941997e-05
Küb,66,5.3397971847941997e-05
Wöh,66,5.3397971847941997e-05
Fär,65,5.258891166842772e-05
Göl,65,5.258891166842772e-05
ißs,64,5.177985148891345e-05
böt,64,5.177985148891345e-05
Vöc,64,5.177985148891345e-05
rök,64,5.177985148891345e-05
Zäu,64,5.177985148891345e-05
eßs,64,5.177985148891345e-05
Übl,63,5.097079130939917e-05
Döp,63,5.097079130939917e-05
fäd,63,5.097079130939917e-05
bög,62,5.01617311298849e-05
ißm,62,5.01617311298849e-05
uüb,62,5.01617311298849e-05
Näm,62,5.01617311298849e-05
Wäc,62,5.01617311298849e-05
Pöß,61,4.935267095037063e-05
näk,61,4.935267095037063e-05
säß,61,4.935267095037063e-05
Kük,60,4.8543610770856355e-05
lög,60,4.8543610770856355e-05
mäd,60,4.8543610770856355e-05
ÖGB,60,4.8543610770856355e-05
mür,59,4.7734550591342085e-05
hüg,59,4.7734550591342085e-05
eßk,59,4.7734550591342085e-05
Löb,59,4.7734550591342085e-05
aßm,59,4.7734550591342085e-05
Ölf,59,4.7734550591342085e-05
Äqu,58,4.6925490411827815e-05
oßd,57,4.611643023231354e-05
Düm,57,4.611643023231354e-05
oüb,57,4.611643023231354e-05
Köf,57,4.611643023231354e-05
näu,56,4.530737005279927e-05
Äth,56,4.530737005279927e-05
Nüs,56,4.530737005279927e-05
pär,56,4.530737005279927e-05
näb,56,4.530737005279927e-05
Ölm,55,4.4498309873285e-05
ißg,55,4.4498309873285e-05
Öll,55,4.4498309873285e-05
Böt,55,4.4498309873285e-05
OÖN,55,4.4498309873285e-05
Sön,55,4.4498309873285e-05
Pür,54,4.368924969377072e-05
Ölh,54,4.368924969377072e-05
Mäl,53,4.288018951425645e-05
Häh,53,4.288018951425645e-05
Püt,53,4.288018951425645e-05
Ötz,53,4.288018951425645e-05
ußm,52,4.207112933474218e-05
übu,52,4.207112933474218e-05
Özi,52,4.207112933474218e-05
hün,52,4.207112933474218e-05
äum,52,4.207112933474218e-05
vät,52,4.207112933474218e-05
Wög,51,4.12620691552279e-05
düm,51,4.12620691552279e-05
häh,51,4.12620691552279e-05
MÜN,51,4.12620691552279e-05
böd,51,4.12620691552279e-05
Nüb,51,4.12620691552279e-05
füß,51,4.12620691552279e-05
Döb,50,4.045300897571363e-05
häc,50,4.045300897571363e-05
Köt,50,4.045300897571363e-05
Füt,50,4.045300897571363e-05
päh,49,3.9643948796199356e-05
oßc,49,3.9643948796199356e-05
Gön,49,3.9643948796199356e-05
Zäs,49,3.9643948796199356e-05
Küm,49,3.9643948796199356e-05
Vös,49,3.9643948796199356e-05
Täl,49,3.9643948796199356e-05
löw,49,3.9643948796199356e-05
eßf,49,3.9643948796199356e-05
jön,48,3.8834888616685085e-05
